video_id,instance_id,bbox,fps,frame_start,frame_end,url,word,class_id
63230,12,"[342, 20, 1162, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-xchfz0eTaP8.mp4,WHO,7
63231,13,"[128, 8, 517, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1468928348.68.mp4,WHO,7
66778,14,"[165, 4, 472, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-1430.mp4,WHO,7
63232,15,"[112, 28, 507, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1539176590.1089.mp4,WHO,7
63233,16,"[121, 12, 533, 480]",25,1,-1,https://www.handspeak.com/word/w/who.mp4,WHO,7
63234,17,"[173, 0, 516, 360]",25,1,-1,https://www.handspeak.com/word/w/who-old.mp4,WHO,7
66779,18,"[167, 3, 471, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-2236.mp4,WHO,7
66780,19,"[195, 32, 472, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/WH/WHO-2283.mp4,WHO,7
63225,20,"[35, 0, 293, 240]",25,1,-1,https://media.spreadthesign.com/video/mp4/13/51811.mp4,WHO,7
67066,21,"[115, 29, 371, 360]",25,1,-1,https://youtu.be/gDkZ2Zn3Sjg,WHO,7
63236,23,"[81, 19, 207, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/9/9019.mp4,WHO,7
63237,24,"[82, 17, 212, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/9/9020.mp4,WHO,7
63238,25,"[373, 118, 828, 720]",25,1,-1,https://www.youtube.com/watch?v=dnDu1DxXWo4,WHO,7
08909,0,"[0, 0, 360, 240]",25,730,782,https://www.youtube.com/watch?v=PPmQd2zWdP0,CANDY,8
68018,1,"[114, 0, 1155, 720]",25,1,-1,https://www.youtube.com/watch?v=LMQ4kaHPS48,CANDY,8
70326,2,"[126, 32, 284, 240]",25,5286,5411,https://www.youtube.com/watch?v=pc0-gVEETVg,CANDY,8
68790,3,"[112, 16, 539, 357]",25,1,63,https://www.youtube.com/watch?v=PfobLrBH5G8,CANDY,8
08928,4,"[33, 4, 230, 240]",25,1,-1,http://www.aslpro.com/main/c/candy.swf,CANDY,8
08929,5,"[153, 55, 539, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/candy.mp4,CANDY,8
08916,6,"[163, 14, 517, 414]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/candy.mp4,CANDY,8
08917,7,"[784, 153, 1501, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing%202-dsVi-FR4eBg.mp4,CANDY,8
08918,8,"[774, 153, 1499, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing-YX3NQ7iEwiE.mp4,CANDY,8
08919,9,"[647, 60, 1538, 1065]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy-v1iNoQ1DZ7c.mp4,CANDY,8
08920,10,"[675, 65, 1529, 1060]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cute-Dl2ekdgVRTg.mp4,CANDY,8
08921,11,"[66, 24, 572, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1471144833.8086.mp4,CANDY,8
08922,12,"[56, 15, 264, 240]",25,1,-1,https://www.handspeak.com/word/c/candy-sweet.mp4,CANDY,8
08923,13,"[16, 8, 268, 240]",25,1,-1,https://www.handspeak.com/word/c/candy-usa.mp4,CANDY,8
65298,14,"[186, 15, 467, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_1-66.mp4,CANDY,8
08924,15,"[80, 11, 216, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/6/6123.mp4,CANDY,8
65299,16,"[136, 16, 469, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_1-67.mp4,CANDY,8
65300,17,"[195, 16, 467, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_2-1014.mp4,CANDY,8
08915,18,"[23, 0, 286, 240]",25,1,-1,https://media.spreadthesign.com/video/mp4/13/51294.mp4,CANDY,8
67468,19,"[147, 19, 426, 360]",25,1,-1,https://youtu.be/kymMYu5qPhY,CANDY,8
67470,20,"[93, 19, 365, 360]",25,1,-1,https://youtu.be/xK2QEO7Xld4,CANDY,8
08925,21,"[78, 15, 233, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/7/7906.mp4,CANDY,8
08926,22,"[329, 47, 928, 717]",25,1,-1,https://www.youtube.com/watch?v=EfJ4xLiX5IA,CANDY,8
08927,23,"[340, 23, 1019, 720]",25,1,-1,https://www.youtube.com/watch?v=nmD3uqyVAC0,CANDY,8
65415,0,"[134, 17, 491, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COUSIN-1171.mp4,COUSIN,9
70332,1,"[176, 46, 440, 360]",25,1161,1262,https://www.youtube.com/watch?v=bq-HmgjGzmw,COUSIN,9
68592,2,"[275, 19, 882, 720]",25,1,39,https://www.youtube.com/watch?v=jC6sHiZBEyI,COUSIN,9
13647,3,"[205, 43, 479, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/cousin3.mp4,COUSIN,9
13648,4,"[192, 41, 488, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/cousin.mp4,COUSIN,9
13631,5,"[463, 67, 856, 720]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cousin-female.mp4,COUSIN,9
13632,6,"[428, 69, 853, 720]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cousin-male.mp4,COUSIN,9
13633,7,"[297, 16, 772, 480]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cousin-WACMzmRGgY8.mp4,COUSIN,9
13634,8,"[99, 24, 512, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1466904377.9296.mp4,COUSIN,9
13635,9,"[59, 25, 528, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1466904400.1624.mp4,COUSIN,9
13636,10,"[55, 27, 520, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1539177107.4884.mp4,COUSIN,9
13637,11,"[49, 17, 258, 240]",25,1,-1,https://www.handspeak.com/word/c/cousin-female.mp4,COUSIN,9
13638,12,"[31, 16, 254, 240]",25,1,-1,https://www.handspeak.com/word/c/cousin-male.mp4,COUSIN,9
13630,13,"[67, 17, 251, 234]",25,1,-1,https://media.spreadthesign.com/video/mp4/13/47501.mp4,COUSIN,9
13639,14,"[63, 15, 257, 240]",25,1,-1,https://www.handspeak.com/word/c/cousin.mp4,COUSIN,9
67535,15,"[86, 20, 382, 360]",25,1,-1,https://youtu.be/mBNbzPNTVqk,COUSIN,9
13640,16,"[52, 9, 225, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/6/6148.mp4,COUSIN,9
13641,17,"[79, 8, 222, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/6/6150.mp4,COUSIN,9
13642,18,"[54, 9, 222, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/6/6568.mp4,COUSIN,9
13643,19,"[240, 25, 965, 720]",25,1,-1,https://www.youtube.com/watch?v=e9-jd3sf6us,COUSIN,9
13644,20,"[4, 11, 199, 240]",25,1,-1,http://www.aslpro.com/main/c/cousin_female.swf,COUSIN,9
13645,21,"[2, 13, 205, 240]",25,1,-1,http://www.aslpro.com/main/c/cousin_male.swf,COUSIN,9
13646,22,"[174, 36, 487, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/cousin2.mp4,COUSIN,9
14855,0,"[0, 0, 360, 240]",25,497,543,https://www.youtube.com/watch?v=ChIupJBcxjs,DEAF,10
70015,1,"[163, 40, 401, 360]",25,4420,4511,https://www.youtube.com/watch?v=25ymRY7hbjs,DEAF,10
68586,2,"[102, 6, 563, 360]",25,80,137,https://www.youtube.com/watch?v=J9hiREjgVe0,DEAF,10
68033,3,"[275, 0, 1053, 720]",25,1,-1,https://www.youtube.com/watch?v=Qvn5RGyb0po,DEAF,10
14899,4,"[320, 43, 932, 720]",25,1,-1,https://www.youtube.com/watch?v=sP4e9vRUCYM,DEAF,10
14900,5,"[320, 54, 842, 720]",25,1,-1,https://www.youtube.com/watch?v=YsLUNOu9jXU,DEAF,10
14882,6,"[186, 15, 525, 414]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/deaf.mp4,DEAF,10
14901,7,"[22, 18, 199, 240]",25,1,-1,http://www.aslpro.com/main/d/deaf_1.swf,DEAF,10
14903,9,"[170, 62, 532, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/deaf.mp4,DEAF,10
14883,10,"[738, 111, 1463, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-1tMYCoZB0lE.mp4,DEAF,10
14884,11,"[677, 59, 1527, 1061]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-VoHLEG8FIH4.mp4,DEAF,10
14885,12,"[727, 115, 1483, 1078]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf-bHRhz2geOTA.mp4,DEAF,10
14886,13,"[445, 35, 1030, 709]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Deaf.mp4,DEAF,10
65445,14,"[170, 15, 476, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DE/DEAF-103.mp4,DEAF,10
14887,15,"[111, 30, 517, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1466906743.302.mp4,DEAF,10
14888,16,"[95, 28, 530, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1522766619.2346.mp4,DEAF,10
14889,17,"[36, 0, 527, 480]",25,1,-1,https://www.handspeak.com/word/d/deaf2.mp4,DEAF,10
14891,20,"[30, 0, 526, 480]",25,1,-1,https://www.handspeak.com/word/d/deaf.mp4,DEAF,10
14893,21,"[66, 24, 205, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/23/23016.mp4,DEAF,10
14894,22,"[60, 24, 206, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/23/23017.mp4,DEAF,10
14895,23,"[372, 54, 842, 720]",25,1,-1,https://www.youtube.com/watch?v=5Dr7V1fbTFU,DEAF,10
14896,24,"[341, 30, 910, 720]",25,1,-1,https://www.youtube.com/watch?v=IgT0jDp56ZM,DEAF,10
14898,26,"[334, 35, 942, 720]",25,1,-1,https://www.youtube.com/watch?v=ofL3HMkLDOc,DEAF,10
65717,0,"[160, 15, 471, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FI/FINE-455.mp4,FINE,11
70234,1,"[163, 42, 390, 360]",25,4638,4746,https://www.youtube.com/watch?v=4Nh1iFv2BMc,FINE,11
68048,2,"[338, 30, 991, 720]",25,1,-1,https://www.youtube.com/watch?v=Yey5VEZE-_g,FINE,11
21885,3,"[149, 39, 415, 341]",25,1,-1,https://www.youtube.com/watch?v=IuBUE7SH1Wk,FINE,11
21886,4,"[317, 43, 919, 720]",25,1,-1,https://www.youtube.com/watch?v=OHHKerxHJjQ,FINE,11
21887,5,"[333, 39, 959, 720]",25,1,-1,https://www.youtube.com/watch?v=YSTnrscx1UY,FINE,11
21888,6,"[12, 20, 207, 240]",25,1,-1,http://www.aslpro.com/main/f/fine.swf,FINE,11
21870,7,"[414, 53, 804, 720]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine2.mp4,FINE,11
21889,8,"[33, 6, 245, 240]",25,1,-1,http://www.aslpro.com//main/f/fine_ticket.swf,FINE,11
21890,9,"[166, 54, 515, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/cost.mp4,FINE,11
21891,10,"[236, 35, 486, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/fine.mp4,FINE,11
21871,11,"[206, 15, 518, 414]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine.mp4,FINE,11
21872,12,"[344, 10, 770, 480]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20fine5-4SzwErJNYTc.mp4,FINE,11
21869,13,"[67, 10, 236, 240]",25,1,-1,https://media.spreadthesign.com/video/mp4/13/92669.mp4,FINE,11
21874,15,"[57, 6, 600, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1468494312.7752.mp4,FINE,11
21875,16,"[7, 0, 532, 480]",25,1,-1,https://www.handspeak.com/word/f/fine-charge.mp4,FINE,11
21876,17,"[64, 0, 586, 480]",25,1,-1,https://www.handspeak.com/word/f/fine-good2.mp4,FINE,11
21878,19,"[69, 14, 214, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/14/14347.mp4,FINE,11
67660,20,"[100, 25, 378, 360]",25,1,-1,https://youtu.be/2RLybfKx4Js,FINE,11
67659,21,"[94, 19, 364, 360]",25,1,-1,https://youtu.be/lTp1ICCGCxA,FINE,11
21883,26,"[72, 15, 216, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/6/6355.mp4,FINE,11
21884,27,"[372, 50, 959, 720]",25,1,-1,https://www.youtube.com/watch?v=atyYSgDudAU,FINE,11
27194,0,"[0, 0, 360, 240]",25,1387,1433,https://www.youtube.com/watch?v=SiBub8VD5wo,HELP,12
69364,1,"[605, 64, 1417, 1080]",25,1,-1,http://aslbricks.org/New/ASL-Videos/help.mp4,HELP,12
27219,2,"[380, 43, 875, 720]",25,1,-1,https://www.youtube.com/watch?v=RStYX5OXPjE,HELP,12
27220,3,"[0, 12, 224, 240]",25,1,-1,http://www.aslpro.com/main/h/help.swf,HELP,12
27221,4,"[198, 56, 563, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/help.mp4,HELP,12
27206,5,"[211, 16, 525, 414]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/help.mp4,HELP,12
27207,6,"[665, 54, 1608, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Stamp%2C%20Help-2bSAr25HPXY.mp4,HELP,12
27208,7,"[80, 14, 536, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1468580671.3652.mp4,HELP,12
27209,8,"[66, 20, 607, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1471136062.8464.mp4,HELP,12
27210,9,"[63, 17, 284, 240]",25,1,-1,https://www.handspeak.com/word/h/help2.mp4,HELP,12
27211,10,"[55, 0, 298, 240]",25,1,-1,https://www.handspeak.com/word/h/help-me.mp4,HELP,12
27212,11,"[171, 0, 515, 360]",25,2,-1,https://www.handspeak.com/word/h/help.mp4,HELP,12
65890,12,"[182, 14, 465, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2562.mp4,HELP,12
27213,13,"[92, 24, 202, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/23/23431.mp4,HELP,12
27214,14,"[77, 3, 220, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/5/5871.mp4,HELP,12
65891,15,"[188, 14, 463, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2563.mp4,HELP,12
65889,16,"[188, 15, 469, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-483.mp4,HELP,12
67757,18,"[93, 18, 364, 360]",25,1,-1,https://youtu.be/OWXmFhatan8,HELP,12
27215,19,"[72, 14, 217, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/6/6389.mp4,HELP,12
27216,20,"[67, 5, 217, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/9/9918.mp4,HELP,12
27217,21,"[61, 12, 213, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/9/9936.mp4,HELP,12
27218,22,"[387, 40, 901, 720]",25,1,-1,https://www.youtube.com/watch?v=l31UXgChCS4,HELP,12
38482,0,"[0, 0, 360, 240]",25,1318,1397,https://www.youtube.com/watch?v=1_jXxjd0lKE,NO,13
69411,1,"[274, 43, 875, 720]",25,1,-1,http://aslbricks.org/New/ASL-Videos/no.mp4,NO,13
68110,2,"[113, 0, 1151, 720]",25,1,-1,https://www.youtube.com/watch?v=BqmquW0f1ok,NO,13
68406,3,"[346, 31, 916, 720]",25,1,54,https://www.youtube.com/watch?v=Dd95RFhtSs4,NO,13
38539,4,"[384, 33, 929, 720]",25,1,-1,https://www.youtube.com/watch?v=nyUDOPmQlZQ,NO,13
38540,5,"[343, 23, 999, 720]",25,1,-1,https://www.youtube.com/watch?v=pkzfT9cYvH0,NO,13
38541,6,"[262, 14, 958, 720]",25,1,-1,https://www.youtube.com/watch?v=QJXKaOSyl4o,NO,13
38542,7,"[0, 4, 240, 240]",25,1,-1,http://www.aslpro.com/main/n/no.swf,NO,13
38525,9,"[223, 12, 525, 414]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/no.mp4,NO,13
38544,10,"[258, 38, 509, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/no.mp4,NO,13
38527,12,"[777, 24, 1651, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20No-hwa_U71nr74.mp4,NO,13
38529,15,"[88, 0, 502, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1468719269.5533.mp4,NO,13
38530,16,"[138, 36, 517, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1522767129.7038.mp4,NO,13
38531,17,"[121, 0, 545, 480]",25,1,-1,https://www.handspeak.com/word/n/no.mp4,NO,13
38532,18,"[74, 22, 205, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/23/23547.mp4,NO,13
38533,19,"[83, 17, 215, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/23/23949.mp4,NO,13
66183,20,"[143, 0, 480, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/NO/NO-512.mp4,NO,13
38524,21,"[54, 0, 261, 240]",25,1,-1,https://media.spreadthesign.com/video/mp4/13/48823.mp4,NO,13
67934,22,"[93, 26, 377, 360]",25,1,-1,https://youtu.be/jGsh6zd3eUQ,NO,13
38534,23,"[77, 17, 218, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/6/6400.mp4,NO,13
38536,25,"[335, 65, 882, 720]",25,1,-1,https://www.youtube.com/watch?v=lgNwgl10VSg,NO,13
38538,27,"[320, 52, 918, 720]",25,1,-1,https://www.youtube.com/watch?v=mskmnqYYsGw,NO,13
57919,0,"[0, 0, 360, 240]",25,2147,2196,https://www.youtube.com/watch?v=x6CehcknaH8,THIN,14
57948,1,"[66, 21, 206, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/22/22387.mp4,THIN,14
57949,2,"[66, 21, 206, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/22/22387.mp4,THIN,14
57950,3,"[338, 49, 926, 720]",25,1,-1,https://www.youtube.com/watch?v=5IGeT5NK79A,THIN,14
57952,5,"[18, 7, 228, 240]",25,1,-1,http://www.aslpro.com/main/t/thin.swf,THIN,14
57934,6,"[427, 57, 820, 720]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/thin-2.mp4,THIN,14
57953,7,"[214, 53, 566, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/skinny.mp4,THIN,14
57935,8,"[437, 57, 825, 720]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/thin.mp4,THIN,14
57936,9,"[840, 75, 1596, 1075]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin%202-aLghoMT6IhA.mp4,THIN,14
57937,10,"[740, 74, 1629, 1076]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin%202-cXEknONHNEc.mp4,THIN,14
66606,11,"[183, 26, 437, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TH/THIN-2192.mp4,THIN,14
57939,13,"[856, 69, 1733, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin-5G1gWM4HnBI.mp4,THIN,14
57940,14,"[690, 97, 1426, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin-85Xp1i_NN-E.mp4,THIN,14
57941,15,"[823, 73, 1592, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin-fTYMARYgieE.mp4,THIN,14
57942,16,"[120, 0, 533, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1468944700.6887.mp4,THIN,14
66607,17,"[169, 35, 479, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TH/THIN-2465.mp4,THIN,14
57933,18,"[59, 0, 282, 240]",25,1,-1,https://media.spreadthesign.com/video/mp4/13/50888.mp4,THIN,14
67299,19,"[97, 28, 395, 360]",25,1,-1,https://youtu.be/LCJYxgYwsVE,THIN,14
57943,20,"[129, 21, 550, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1546575308.9841.mp4,THIN,14
57944,21,"[56, 0, 581, 480]",25,1,-1,https://www.handspeak.com/word/t/thin2.mp4,THIN,14
57945,22,"[116, 0, 567, 480]",25,1,-1,https://www.handspeak.com/word/t/thin.mp4,THIN,14
57947,24,"[90, 24, 227, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/22/22386.mp4,THIN,14
62152,0,"[0, 0, 360, 240]",25,187,249,https://www.youtube.com/watch?v=A5dihMAjeTE,WALK,15
68852,1,"[328, 14, 941, 720]",25,1,64,https://www.youtube.com/watch?v=r9Rten33zC8,WALK,15
68918,2,"[97, 12, 566, 360]",25,1,120,https://www.youtube.com/watch?v=tRJ29Rh8pGg,WALK,15
68177,3,"[90, 13, 1240, 720]",25,1,-1,https://www.youtube.com/watch?v=XdA0TlfPB48,WALK,15
62173,4,"[268, 31, 1020, 720]",25,1,-1,https://www.youtube.com/watch?v=xFxoieTtJlA,WALK,15
62174,5,"[4, 6, 245, 240]",25,1,-1,http://www.aslpro.com/main/w/walk.swf,WALK,15
62175,6,"[201, 38, 529, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/walk.mp4,WALK,15
62159,7,"[209, 14, 581, 414]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/walk.mp4,WALK,15
62160,8,"[513, 128, 1847, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Walk%202-lSM2XoWrTUY.mp4,WALK,15
62163,11,"[585, 136, 1828, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Walk-MyDb3_nPts4.mp4,WALK,15
62164,12,"[122, 0, 592, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1468926910.5698.mp4,WALK,15
62165,13,"[73, 1, 586, 480]",25,1,-1,https://www.handspeak.com/word/w/walk2.mp4,WALK,15
66743,14,"[202, 29, 478, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WA/WALK-1407.mp4,WALK,15
62166,15,"[59, 1, 564, 480]",25,1,-1,https://www.handspeak.com/word/w/walk.mp4,WALK,15
66742,17,"[155, 31, 517, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WA/WALK-314.mp4,WALK,15
62158,18,"[30, 0, 285, 240]",25,1,-1,https://media.spreadthesign.com/video/mp4/13/50935.mp4,WALK,15
67036,19,"[71, 18, 401, 360]",25,1,-1,https://youtu.be/hhgODkjRmcg,WALK,15
62168,20,"[76, 17, 237, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/23/23053.mp4,WALK,15
62169,21,"[73, 16, 239, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/23/23054.mp4,WALK,15
62170,22,"[57, 16, 224, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/9/9209.mp4,WALK,15
62171,23,"[286, 40, 1064, 720]",25,1,-1,https://www.youtube.com/watch?v=5iv2XtBzogU,WALK,15
62172,24,"[262, 119, 961, 720]",25,1,-1,https://www.youtube.com/watch?v=U32Kznk2a70,WALK,15
64201,0,"[0, 0, 360, 240]",25,1,77,https://www.youtube.com/watch?v=BRO-oYGV224,YEAR,16
64211,1,"[565, 54, 1534, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Year-8JUNM67_g9g.mp4,YEAR,16
68416,2,"[354, 25, 929, 720]",25,1,64,https://www.youtube.com/watch?v=DnDbjT1fq8I,YEAR,16
68190,3,"[89, 6, 1184, 720]",25,1,-1,https://www.youtube.com/watch?v=dsuL3WA2Krw,YEAR,16
70306,4,"[100, 21, 277, 240]",25,860,989,https://www.youtube.com/watch?v=pc0-gVEETVg,YEAR,16
68992,5,"[107, 3, 549, 360]",25,1,147,https://www.youtube.com/watch?v=w9jgHLG_4ow,YEAR,16
64223,6,"[0, 6, 235, 240]",25,1,-1,http://www.aslpro.com/main/y/year.swf,YEAR,16
64224,7,"[176, 52, 537, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/year.mp4,YEAR,16
64210,8,"[229, 13, 548, 414]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/year.mp4,YEAR,16
64212,10,"[642, 59, 1646, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Year-VAtU8WanjmE.mp4,YEAR,16
66818,11,"[157, 8, 461, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YEAR-1469.mp4,YEAR,16
64213,12,"[82, 0, 535, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1468774917.4615.mp4,YEAR,16
66816,13,"[188, 33, 482, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YEAR-656.mp4,YEAR,16
64209,15,"[52, 0, 274, 240]",25,1,-1,https://media.spreadthesign.com/video/mp4/13/51103.mp4,YEAR,16
64215,16,"[75, 9, 513, 480]",25,1,-1,https://www.handspeak.com/word/y/year-inf.mp4,YEAR,16
64216,17,"[53, 8, 262, 240]",25,1,-1,https://www.handspeak.com/word/y/year.mp4,YEAR,16
67012,18,"[95, 15, 389, 360]",25,1,-1,https://youtu.be/21Naa_OgS4A,YEAR,16
64217,19,"[117, 0, 494, 360]",25,1,-1,https://www.handspeak.com/word/y/years.mp4,YEAR,16
64219,20,"[88, 16, 226, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/7/7723.mp4,YEAR,16
64218,21,"[72, 15, 221, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/7/7228.mp4,YEAR,16
64221,23,"[355, 24, 985, 720]",25,1,-1,https://www.youtube.com/watch?v=jw_R6ttIrgg,YEAR,16
